YEAR,STATION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
1958,MON305_Montague,5.58,3.49,2.6,4.72,3.07,1.39,4.71,2.93,3.62,2.9,3.83,1.55
1959,MON305_Montague,4.11,2.57,4.54,3.57,1.71,3.63,5.97,4.95,0.6,8.63,4.88,4.19
1960,MON305_Montague,3.07,4.88,3.22,5.14,4.22,2.65,4.59,3.48,8.42,3.09,2.01,3.09
1961,MON305_Montague,4.31,3.22,3.61,4.92,2.83,2.01,2.64,1.95,2.08,1.87,3.72,3.32
1962,MON305_Montague,3.19,4.28,3.08,3.06,2.67,1.77,2.62,2.19,3.12,5.28,2.36,3.34
1963,MON305_Montague,3.43,3.41,2.74,2.15,1.91,2.23,1.28,2.0,3.26,0.68,5.81,2.35
1964,MON305_Montague,5.27,2.75,2.76,2.71,1.52,1.52,2.06,2.23,0.76,1.41,2.0,4.19
1966,MON305_Montague,2.83,3.81,2.08,0.99,1.55,1.67,4.47,1.14,5.07,4.43,3.03,3.11
1967,MON305_Montague,1.41,3.47,3.27,4.25,5.16,5.79,5.89,1.57,2.24,2.14,2.32,6.03
1968,MON305_Montague,1.76,1.1,4.96,2.76,2.68,7.09,1.1,2.05,2.97,3.23,5.87,5.68
1969,MON305_Montague,1.31,4.11,2.38,4.09,2.4,3.5,5.38,3.55,2.99,1.36,5.97,7.5
1970,MON305_Montague,0.86,4.09,3.76,4.03,6.51,3.69,1.93,4.6,2.17,2.04,3.3,4.05
1971,MON305_Montague,1.96,3.88,3.27,1.64,3.38,2.69,5.21,3.93,1.5,3.22,5.83,3.16
1972,MON305_Montague,1.97,4.07,5.63,4.11,7.03,5.85,2.24,2.74,1.94,2.86,8.24,7.0
1973,MON305_Montague,4.06,2.87,3.59,6.43,5.21,4.46,3.37,4.24,2.04,2.56,2.12,9.17
1974,MON305_Montague,3.11,2.72,4.47,4.01,4.68,2.04,2.21,2.91,6.63,1.71,2.76,3.45
1975,MON305_Montague,4.77,3.46,3.3,2.68,1.89,6.71,6.72,6.99,7.11,5.16,4.77,4.74
1976,MON305_Montague,5.16,3.28,2.97,3.09,4.38,2.09,2.94,5.29,2.19,3.87,0.74,2.6
1977,MON305_Montague,2.81,2.27,6.33,4.31,3.8,4.33,2.62,3.28,5.11,5.95,5.61,4.32
1978,MON305_Montague,8.95,1.19,3.01,1.4,3.23,4.11,1.64,5.29,1.04,2.4,2.28,4.45
1979,MON305_Montague,9.94,2.46,3.52,4.89,5.83,1.33,4.25,4.52,4.13,4.99,3.48,2.18
1980,MON305_Montague,0.87,1.17,6.3,4.3,1.4,4.14,1.97,1.92,1.39,2.31,3.18,0.91
1981,MON305_Montague,0.42,8.78,0.46,3.3,2.4,3.0,3.62,1.28,4.11,5.4,1.39,5.23
1982,MON305_Montague,5.28,2.94,3.45,4.56,2.86,6.81,3.06,1.07,2.63,1.04,2.66,1.61
1983,MON305_Montague,4.74,4.16,6.03,8.16,5.8,2.55,1.79,5.21,2.56,3.81,6.87,6.99
1984,MON305_Montague,2.38,7.77,5.53,4.27,12.32,2.03,5.65,2.15,0.94,3.08,2.58,3.49
1985,MON305_Montague,1.34,1.99,3.96,0.83,3.16,3.21,4.78,4.13,4.14,2.38,5.72,1.85
1987,MON305_Montague,4.57,0.17,3.83,5.41,1.32,4.61,1.51,2.95,6.77,3.9,3.43,1.66
1988,MON305_Montague,2.53,3.74,2.59,3.48,3.31,1.06,7.42,4.56,1.37,1.95,6.79,1.15
1989,MON305_Montague,1.38,2.55,2.96,3.9,8.96,5.53,4.07,7.83,4.92,7.36,2.64,1.5
1990,MON305_Montague,4.31,4.11,2.98,4.0,7.05,2.17,2.16,8.52,1.9,5.33,3.56,4.67
1991,MON305_Montague,3.03,1.92,4.6,4.27,2.93,2.08,1.53,8.65,6.6,4.95,4.71,3.38
1992,MON305_Montague,2.46,1.93,3.86,2.26,3.71,2.78,4.13,4.0,3.01,3.87,3.87,3.87
1993,MON305_Montague,2.16,2.79,6.5,3.84,1.69,1.16,4.85,2.29,2.94,4.03,3.59,3.87
1994,MON305_Montague,5.2,2.49,6.11,3.57,3.76,1.91,6.12,3.55,3.61,1.43,3.38,5.2
1995,MON305_Montague,3.3,3.58,1.73,2.22,1.86,3.98,4.86,2.53,2.44,10.17,4.83,2.41
1996,MON305_Montague,6.32,2.64,2.57,8.33,3.69,8.69,4.86,0.34,6.2,4.13,3.41,8.05
1997,MON305_Montague,3.27,2.12,3.56,3.1,3.4,0.72,4.03,4.24,1.07,2.54,7.18,2.06
1998,MON305_Montague,5.27,2.64,4.06,2.09,7.17,6.51,1.22,0.64,1.61,4.61,2.75,1.28
1999,MON305_Montague,6.68,3.82,4.5,0.66,3.74,4.65,1.43,2.29,11.24,3.46,2.27,2.17
2000,MON305_Montague,3.83,3.31,3.8,4.78,5.12,6.81,5.09,4.93,2.41,2.12,2.71,4.2
2001,MON305_Montague,1.32,2.15,8.32,1.56,3.23,4.38,3.86,1.64,3.0,0.89,0.87,2.26
2002,MON305_Montague,1.85,2.17,3.86,3.17,2.4,4.2,2.4,3.38,2.42,3.91,5.8,4.6
2003,MON305_Montague,3.51,3.61,3.66,3.48,4.31,4.38,2.43,4.1,7.71,4.54,3.28,5.86
2004,MON305_Montague,1.27,1.71,3.17,5.39,4.82,1.71,3.89,4.6,7.13,2.08,2.93,3.85
2005,MON305_Montague,4.85,3.03,4.6,5.3,2.01,4.32,4.88,1.6,2.06,16.62,5.09,4.37
2006,MON305_Montague,5.63,2.23,0.67,2.42,5.87,5.86,3.97,3.8,2.36,6.05,4.66,2.55
2008,MON305_Montague,2.21,10.8,5.11,3.97,0.55,5.55,5.9,4.78,6.94,2.3,3.44,6.6
2009,MON305_Montague,3.2,0.92,2.76,3.09,4.01,4.01,9.09,3.6,1.46,3.99,2.34,3.48
2010,MON305_Montague,2.71,4.42,6.16,0.94,3.32,3.44,2.44,1.47,4.15,4.99,3.64,4.03
2011,MON305_Montague,3.23,4.01,4.76,4.24,3.68,5.97,1.78,9.2,8.75,4.52,2.98,5.15
2012,MON305_Montague,3.04,1.36,0.45,2.47,4.67,3.47,1.52,4.89,6.08,3.12,0.33,4.75
2013,MON305_Montague,1.71,3.59,2.6,1.95,6.33,7.81,4.2,3.83,4.07,1.09,3.08,3.61
2014,MON305_Montague,3.23,3.54,3.22,3.33,2.46,3.31,6.6,3.55,1.36,5.33,2.12,3.11
2015,MON305_Montague,3.79,1.97,1.66,1.9,1.05,6.0,2.25,6.14,7.29,2.08,2.06,4.21
2016,MON305_Montague,1.5,3.51,2.31,1.91,2.34,1.55,2.14,2.91,4.73,1.86,3.67,2.66
2017,MON305_Montague,2.34,2.57,3.23,2.01,8.06,5.07,2.12,1.9,2.6,6.04,0.82,2.42
2018,MON305_Montague,2.55,2.97,2.54,3.94,1.73,5.3,5.96,12.37,7.5,3.5,9.24,4.82
1885,MON323_Monson,4.25,3.5,1.62,2.96,2.25,1.79,2.33,8.68,0.89,3.49,5.31,3.39
1886,MON323_Monson,4.63,5.69,3.55,1.95,3.17,2.1,3.54,4.9,2.58,3.14,5.18,4.64
1887,MON323_Monson,5.7,4.37,4.56,3.15,0.79,4.11,6.27,7.98,1.48,2.33,3.19,3.92
1888,MON323_Monson,3.58,4.49,7.01,2.16,3.69,4.01,4.07,4.0,7.44,4.95,5.25,6.21
1889,MON323_Monson,3.94,4.13,4.02,2.87,1.95,3.16,8.12,2.76,2.72,6.21,5.51,3.31
1890,MON323_Monson,3.34,3.43,6.6,2.66,5.86,2.23,5.16,4.61,3.54,5.81,0.89,3.53
1891,MON323_Monson,7.33,5.38,3.01,3.07,1.86,2.84,4.88,3.27,3.4,4.18,2.36,4.2
1892,MON323_Monson,5.15,1.57,2.55,0.44,5.87,3.56,5.26,5.69,2.58,1.08,5.22,1.32
1893,MON323_Monson,2.71,7.45,3.31,3.6,5.51,3.68,2.09,3.24,3.39,5.33,1.14,4.79
1894,MON323_Monson,3.12,3.03,1.75,2.57,2.87,1.53,1.81,1.57,2.78,3.81,4.17,2.6
1895,MON323_Monson,2.66,0.95,1.97,4.22,2.46,4.24,4.2,3.45,5.51,7.25,4.87,4.25
1896,MON323_Monson,1.79,6.14,5.32,1.75,2.9,3.1,4.85,2.03,6.2,4.01,2.38,1.63
1897,MON323_Monson,4.18,3.07,3.46,1.61,5.15,3.96,9.45,3.23,1.31,1.07,7.21,5.7
1898,MON323_Monson,5.26,3.93,2.85,3.94,3.66,3.33,6.14,10.0,3.3,5.97,7.25,3.06
1899,MON323_Monson,3.64,4.11,6.51,1.25,1.58,4.54,5.92,4.47,3.29,1.81,2.57,2.52
1900,MON323_Monson,4.51,7.58,5.88,2.36,4.9,5.18,4.53,3.54,2.08,4.01,6.3,2.83
1901,MON323_Monson,1.88,1.1,5.96,6.69,7.19,1.26,3.5,5.82,4.54,3.53,2.36,10.06
1902,MON323_Monson,2.3,3.26,5.46,3.52,2.61,4.69,5.59,4.3,4.43,5.08,0.93,7.2
1903,MON323_Monson,2.38,3.94,6.73,3.21,1.07,5.88,2.44,4.14,3.49,3.15,2.76,4.14
1904,MON323_Monson,3.95,3.46,3.72,5.67,2.34,2.49,3.85,4.72,6.8,1.97,1.86,2.7
1905,MON323_Monson,4.32,1.59,4.56,2.56,1.16,6.0,1.88,4.92,7.01,1.99,2.19,3.42
1906,MON323_Monson,2.91,2.27,5.05,2.87,5.14,3.12,8.04,2.16,2.25,5.47,2.19,3.8
1907,MON323_Monson,2.8,2.11,1.61,3.05,4.11,2.38,2.65,1.3,9.79,6.67,5.72,4.83
1908,MON323_Monson,3.55,4.44,3.62,2.31,4.96,2.55,2.34,5.56,1.5,1.73,1.1,3.0
1909,MON323_Monson,3.44,5.23,4.08,5.74,3.57,1.45,1.38,4.58,4.74,1.46,2.34,2.35
1910,MON323_Monson,5.62,4.66,1.44,0.85,2.51,3.15,2.62,4.0,2.51,1.05,3.97,2.39
1911,MON323_Monson,3.15,2.45,3.85,2.55,0.59,2.81,3.97,7.62,4.47,3.71,4.16,2.81
1926,MON323_Monson,2.69,4.41,3.3,2.49,2.15,2.1,5.01,4.5,1.75,4.76,5.39,3.61
1927,MON323_Monson,2.73,3.35,1.65,2.02,4.92,3.1,4.38,7.82,2.14,4.51,7.16,5.98
1929,MON323_Monson,3.8,3.17,3.15,6.98,5.82,1.95,0.54,1.91,3.07,2.57,2.7,3.68
1930,MON323_Monson,1.99,2.54,2.64,1.89,4.34,2.03,4.83,2.18,1.19,2.31,2.91,1.94
1931,MON323_Monson,2.55,2.05,4.65,2.5,5.45,3.98,2.69,6.18,1.41,2.17,1.02,3.32
1932,MON323_Monson,4.95,2.38,3.15,2.05,2.32,3.06,3.23,5.53,4.8,5.44,4.38,2.15
1933,MON323_Monson,2.04,4.03,4.47,5.95,2.42,2.17,2.19,6.65,8.02,2.84,1.38,3.34
1934,MON323_Monson,3.69,1.97,3.75,3.7,3.85,6.42,2.69,3.73,8.9,2.86,3.68,3.31
1935,MON323_Monson,5.17,3.15,2.27,3.05,2.59,6.4,5.72,1.22,4.53,0.77,3.73,0.94
1936,MON323_Monson,6.62,2.89,8.07,3.89,4.07,2.85,3.85,3.8,3.27,4.47,1.99,8.7
1937,MON323_Monson,4.96,1.86,3.43,4.18,2.83,5.12,3.13,4.41,4.49,3.41,5.75,1.94
1938,MON323_Monson,4.55,2.95,2.42,3.84,4.25,8.51,8.8,3.66,14.42,1.9,3.71,3.04
1939,MON323_Monson,3.09,4.25,3.36,4.35,0.7,3.25,1.49,6.78,3.04,5.3,1.16,3.9
1940,MON323_Monson,2.59,3.87,4.78,5.84,6.62,3.41,4.06,1.37,3.08,1.84,6.14,2.3
1941,MON323_Monson,2.3,2.27,1.91,0.83,2.89,5.23,5.18,5.02,0.76,1.78,2.82,3.22
1942,MON323_Monson,3.6,1.81,6.83,1.14,3.91,4.08,6.74,3.2,3.27,4.14,6.21,5.36
1943,MON323_Monson,2.81,1.06,3.53,3.64,5.78,3.32,5.21,1.08,0.82,4.29,4.98,0.79
1944,MON323_Monson,1.26,1.63,3.54,4.15,0.71,7.01,2.04,1.91,7.63,2.02,4.8,2.82
1946,MON323_Monson,3.26,2.89,1.58,2.39,3.7,3.29,3.6,6.49,2.56,0.79,1.51,2.88
1947,MON323_Monson,2.98,3.11,2.66,4.71,2.02,3.2,4.64,1.27,2.34,2.19,3.92,2.85
1948,MON323_Monson,3.08,1.57,3.59,3.19,4.86,9.05,5.34,2.42,0.93,1.71,6.18,3.84
1949,MON323_Monson,3.5,3.28,1.55,2.8,4.43,0.64,3.0,4.24,1.42,1.73,2.15,3.71
1950,MON323_Monson,5.07,3.07,2.86,3.36,3.76,3.95,3.27,4.21,1.47,1.87,6.0,3.96
1951,MON323_Monson,3.89,3.86,4.09,3.15,3.69,4.47,1.98,5.52,2.8,4.57,4.51,4.0
1952,MON323_Monson,4.53,2.24,2.83,4.74,3.7,5.69,2.51,5.77,4.6,0.9,2.2,3.59
1953,MON323_Monson,6.4,2.81,6.79,6.72,4.04,2.25,3.35,1.46,1.55,5.98,3.68,5.34
1954,MON323_Monson,2.23,1.7,3.23,4.28,4.23,3.38,2.61,7.48,8.57,2.49,5.42,4.21
1956,MON323_Monson,3.88,3.82,6.85,3.98,2.14,3.65,4.61,1.72,4.88,2.42,3.8,5.15
1957,MON323_Monson,2.62,1.92,2.23,3.94,2.28,1.04,1.71,1.03,1.16,2.59,4.94,6.93
1958,MON323_Monson,5.71,2.73,5.49,5.51,4.02,3.6,6.78,3.3,5.74,2.7,5.01,1.44
1959,MON323_Monson,3.37,2.45,5.42,4.87,0.86,5.33,5.77,4.81,4.28,8.15,5.72,2.8
1961,MON323_Monson,2.23,3.06,3.59,4.59,3.52,3.95,3.71,2.59,3.56,2.36,3.43,3.78
1962,MON323_Monson,3.36,4.06,2.51,2.05,3.67,3.37,1.86,3.68,4.6,4.93,2.9,2.81
1963,MON323_Monson,3.06,3.31,3.62,1.51,2.98,3.58,4.36,2.33,4.13,0.71,6.69,2.36
1964,MON323_Monson,3.88,2.63,3.23,4.28,1.06,2.17,2.18,3.12,2.3,2.21,2.73,4.7
1965,MON323_Monson,2.31,3.0,1.9,2.81,0.74,2.85,2.1,4.36,2.4,2.3,2.26,1.98
1966,MON323_Monson,3.11,3.98,2.42,1.47,2.77,2.32,3.32,0.91,4.65,3.66,3.5,2.71
1967,MON323_Monson,1.38,2.81,4.17,3.34,5.8,3.37,4.95,3.65,3.3,1.98,3.28,5.56
1968,MON323_Monson,2.34,1.35,5.2,2.25,3.9,6.98,0.41,1.89,1.73,1.21,5.02,5.6
1969,MON323_Monson,0.9,3.39,2.13,5.11,3.29,1.74,4.73,5.12,6.6,1.57,5.61,6.78
1970,MON323_Monson,0.9,5.09,3.52,3.17,5.35,3.42,2.66,3.94,2.55,2.49,3.21,3.86
1971,MON323_Monson,2.03,3.82,2.02,3.6,2.46,1.47,5.49,3.31,3.1,2.38,4.77,3.31
1972,MON323_Monson,1.94,4.92,6.27,4.05,6.49,5.24,3.68,1.66,2.42,3.12,7.25,7.6
1973,MON323_Monson,3.43,2.85,3.28,5.19,5.22,6.44,2.54,1.83,3.61,3.07,1.58,8.47
1974,MON323_Monson,3.94,2.2,4.59,3.57,3.45,2.01,4.37,2.57,8.19,3.11,2.47,4.59
1975,MON323_Monson,4.45,3.1,2.98,1.98,1.9,3.1,4.95,3.73,10.84,5.19,5.35,3.86
1976,MON323_Monson,6.32,3.07,3.07,2.99,4.09,3.26,5.96,5.21,1.58,3.65,0.7,2.89
1977,MON323_Monson,2.76,2.15,6.53,3.99,3.53,3.45,3.77,3.42,5.28,4.93,3.7,3.66
1978,MON323_Monson,8.06,1.17,2.44,1.44,2.76,2.74,3.1,6.28,0.79,3.64,1.66,3.74
1979,MON323_Monson,10.35,2.97,4.38,5.31,4.04,1.89,3.69,6.83,3.56,3.59,3.34,2.34
1980,MON323_Monson,0.78,0.84,7.83,4.44,1.73,4.39,5.1,1.61,2.44,3.28,3.61,0.69
1981,MON323_Monson,0.46,6.23,0.48,3.8,3.02,1.27,4.92,1.12,5.12,5.4,1.9,5.4
1982,MON323_Monson,5.29,2.25,3.29,4.96,2.42,10.1,2.08,3.08,1.27,2.75,4.24,1.36
1983,MON323_Monson,4.16,4.72,6.05,8.25,4.84,1.73,1.35,3.75,1.91,3.96,6.47,5.49
1984,MON323_Monson,2.04,4.44,4.85,4.27,11.29,2.97,3.84,1.65,1.18,3.18,2.26,2.72
1985,MON323_Monson,1.0,2.61,2.83,1.02,4.57,4.31,6.34,5.14,3.98,2.27,5.84,1.39
1986,MON323_Monson,4.88,3.51,2.86,1.58,2.26,7.24,4.02,3.18,0.4,1.97,5.36,4.54
1987,MON323_Monson,5.05,0.31,4.19,7.14,1.54,3.92,1.64,4.28,5.91,3.47,3.12,1.26
1988,MON323_Monson,2.75,3.94,2.55,3.16,3.06,0.69,6.73,1.88,1.45,2.4,7.96,2.35
1989,MON323_Monson,1.09,2.16,2.8,3.51,10.01,7.95,3.73,6.58,4.64,6.8,3.25,1.25
1990,MON323_Monson,4.03,4.0,2.68,3.6,6.53,2.01,1.79,9.59,1.85,8.24,1.89,4.79
1991,MON323_Monson,2.37,1.32,4.4,3.1,3.71,1.88,3.33,8.86,5.58,2.26,4.42,3.28
1992,MON323_Monson,1.95,2.06,4.14,2.97,2.15,3.83,6.15,5.4,2.83,2.09,5.1,5.81
1993,MON323_Monson,2.5,2.47,6.75,3.3,1.76,1.76,1.76,1.14,5.01,4.44,3.59,5.24
1994,MON323_Monson,4.88,2.07,5.73,3.37,4.08,3.13,5.29,7.37,3.04,0.95,3.02,4.77
1995,MON323_Monson,2.76,3.22,1.99,2.1,2.4,1.84,3.65,2.79,3.11,8.85,4.78,2.13
1996,MON323_Monson,7.24,2.52,2.6,8.02,3.82,2.81,7.12,1.89,6.58,5.9,5.21,7.81
1997,MON323_Monson,3.08,1.61,2.18,3.05,5.65,1.25,3.63,4.75,1.24,2.36,6.07,2.27
1998,MON323_Monson,5.33,3.8,5.71,3.76,6.67,5.48,2.57,1.61,2.03,5.15,2.38,1.44
1999,MON323_Monson,7.04,3.78,4.47,1.39,3.24,0.83,2.13,2.33,10.79,3.62,3.45,2.35
2000,MON323_Monson,3.58,2.83,4.06,6.46,4.13,6.22,6.78,3.33,3.44,1.98,3.01,3.98
2001,MON323_Monson,2.06,3.53,6.93,1.91,3.0,6.51,2.47,3.16,3.26,0.81,1.11,2.56
2002,MON323_Monson,2.34,1.97,4.09,4.07,5.67,4.72,2.69,2.65,6.07,3.33,5.23,5.18
2003,MON323_Monson,2.57,4.01,3.78,2.91,4.98,7.14,2.64,4.02,6.52,4.19,2.86,5.13
2004,MON323_Monson,2.19,2.01,3.6,6.34,6.69,1.07,5.0,4.62,8.38,1.98,4.43,3.77
2005,MON323_Monson,6.83,4.0,4.5,8.07,2.48,2.78,4.69,4.75,2.05,19.64,5.84,3.26
2006,MON323_Monson,5.05,3.28,1.05,2.82,6.2,10.89,3.56,5.1,1.8,5.76,4.76,3.0
2007,MON323_Monson,3.39,2.51,5.09,7.16,4.99,2.95,4.29,1.7,1.84,5.52,3.34,4.61
2008,MON323_Monson,2.81,10.38,5.45,4.52,2.94,6.76,10.57,4.93,10.76,2.49,4.01,6.95
2009,MON323_Monson,3.4,1.54,2.51,4.03,3.35,5.13,10.6,3.82,1.42,5.77,2.75,3.8
2010,MON323_Monson,3.04,3.09,7.01,1.24,3.88,4.72,3.09,3.61,2.25,6.57,3.65,3.39
2011,MON323_Monson,3.62,4.89,4.48,4.86,5.51,7.98,1.96,12.39,7.53,7.88,3.93,6.33
2012,MON323_Monson,2.68,4.53,0.69,3.01,3.8,4.04,2.84,10.01,6.26,4.9,0.78,4.37
2013,MON323_Monson,2.11,3.2,3.25,2.06,3.23,8.87,4.63,3.75,2.66,2.23,3.39,3.51
2014,MON323_Monson,3.24,3.6,4.14,6.43,3.96,1.64,6.38,5.22,1.72,4.43,1.51,2.1
2018,MON323_Monson,3.57,5.14,3.14,4.73,2.32,3.7,6.07,8.44,7.68,5.56,9.11,4.86
1992,NAN920_Nantucket,2.59,2.1,5.38,2.4,2.3,4.06,4.28,8.46,3.48,2.49,4.06,8.98
1993,NAN920_Nantucket,2.59,4.56,6.36,3.63,2.19,3.45,3.19,0.44,7.89,5.02,3.07,5.45
1994,NAN920_Nantucket,6.89,2.98,6.1,3.3,5.84,1.12,1.69,6.46,3.72,0.49,3.26,5.59
1995,NAN920_Nantucket,3.24,2.3,1.89,2.02,5.51,4.56,2.19,1.49,1.74,6.02,9.01,3.31
1996,NAN920_Nantucket,4.38,4.29,3.32,4.39,2.1,1.45,3.11,5.2,15.49,8.86,1.28,4.63
1997,NAN920_Nantucket,3.43,2.97,3.71,4.96,6.13,2.14,6.16,2.76,0.49,3.24,8.32,4.21
1998,NAN920_Nantucket,5.31,6.72,5.22,5.43,2.54,3.98,2.33,3.22,2.18,3.55,1.86,1.98
1999,NAN920_Nantucket,3.38,6.78,3.46,1.63,3.74,0.72,1.84,4.23,3.51,9.32,2.0,3.97
1852,NATNWS_Natick,5.8,1.76,4.42,9.6,2.6,2.0,2.16,8.27,2.04,3.4,2.76,3.12
1853,NATNWS_Natick,3.68,6.56,2.92,3.8,6.32,0.56,2.84,7.2,5.44,4.56,5.26,6.59
1854,NATNWS_Natick,2.45,5.16,4.16,5.6,3.92,2.08,2.32,0.28,3.68,3.37,7.79,2.34
1855,NATNWS_Natick,4.52,3.5,1.91,2.65,0.82,1.98,3.86,0.77,0.75,4.16,4.84,5.2
1856,NATNWS_Natick,1.44,0.22,0.66,4.27,7.81,1.77,1.76,11.4,3.13,2.34,1.43,4.57
1857,NATNWS_Natick,2.51,1.3,1.72,10.23,7.15,4.02,8.85,6.62,4.27,7.06,3.07,6.3
1858,NATNWS_Natick,2.61,3.32,3.87,4.39,2.23,10.17,3.46,6.42,5.17,2.12,2.91,1.99
1859,NATNWS_Natick,5.64,2.91,10.95,1.37,3.46,3.16,0.99,7.69,4.56,0.33,3.55,4.41
1860,NATNWS_Natick,1.24,3.8,1.98,2.25,1.98,11.16,6.82,4.89,9.92,1.72,5.97,3.71
1861,NATNWS_Natick,2.51,3.81,2.75,6.44,3.12,2.64,1.62,7.79,2.76,3.2,6.2,2.6
1862,NATNWS_Natick,7.82,1.08,4.18,1.85,2.71,6.58,6.54,1.43,2.62,4.83,7.69,2.36
1863,NATNWS_Natick,4.1,4.38,3.57,11.34,2.66,1.98,14.12,5.61,3.39,4.56,8.54,5.05
1864,NATNWS_Natick,3.37,0.98,8.44,4.02,2.84,0.58,1.06,3.56,1.52,6.5,5.45,4.28
1865,NATNWS_Natick,4.99,4.45,5.48,2.18,8.25,0.91,3.1,3.36,1.66,6.99,4.78,3.31
1866,NATNWS_Natick,1.44,5.8,3.92,1.94,6.46,4.8,13.35,3.98,8.36,3.43,4.52,4.32
1867,NATNWS_Natick,2.76,5.4,5.65,2.43,6.46,2.95,5.36,12.36,1.08,7.27,2.63,1.9
1868,NATNWS_Natick,3.7,1.18,2.51,5.61,8.12,2.95,2.16,7.38,7.69,1.19,6.77,0.45
1869,NATNWS_Natick,3.71,7.07,7.52,2.57,7.59,3.68,2.63,2.34,8.49,9.5,3.26,5.98
1870,NATNWS_Natick,7.85,4.68,6.04,8.81,3.14,4.05,3.1,2.03,0.64,7.96,4.4,3.19
1871,NATNWS_Natick,1.31,2.3,5.02,2.29,5.66,5.96,2.2,3.56,1.46,5.38,7.01,3.24
1872,NATNWS_Natick,1.86,1.37,3.06,1.74,3.24,4.27,5.55,9.76,6.29,3.69,4.22,3.42
1873,NATNWS_Natick,4.24,2.43,3.98,2.69,3.24,0.38,4.08,7.17,2.62,6.11,4.54,3.95
1874,NATNWS_Natick,2.96,2.9,1.19,6.36,3.4,4.79,3.16,4.83,1.55,1.04,2.05,1.7
1875,NATNWS_Natick,2.42,3.15,3.74,3.23,3.56,6.24,3.57,5.53,3.43,4.85,4.83,0.94
1876,NATNWS_Natick,1.83,4.21,7.43,3.24,2.8,1.6,9.49,2.19,3.98,2.0,6.59,3.13
1877,NATNWS_Natick,3.19,0.53,7.79,3.24,3.73,2.64,2.77,3.35,0.46,8.14,6.94,1.02
1878,NATNWS_Natick,5.77,5.93,4.2,5.63,0.83,3.33,3.47,6.94,1.12,5.15,6.09,5.12
1879,NATNWS_Natick,2.0,3.05,3.9,4.69,1.2,4.14,3.38,6.43,1.74,0.9,2.98,3.6
1880,NATNWS_Natick,3.07,4.05,2.83,2.94,1.98,1.25,7.0,3.81,1.69,2.95,1.7,2.56
1881,NATNWS_Natick,5.56,4.43,4.79,1.71,3.18,4.83,2.78,1.13,2.13,2.87,3.85,3.83
1882,NATNWS_Natick,5.93,3.96,2.76,1.89,4.73,1.87,3.49,1.14,9.2,2.22,0.93,2.17
1883,NATNWS_Natick,2.88,3.59,1.76,2.27,3.95,1.81,2.88,0.39,1.31,5.16,2.06,3.14
1884,NATNWS_Natick,4.39,6.04,4.5,3.8,2.92,3.88,4.42,4.49,0.9,2.59,2.33,5.31
1885,NATNWS_Natick,5.25,3.98,1.09,3.71,3.46,2.96,1.73,7.01,1.63,5.26,5.26,2.32
1886,NATNWS_Natick,6.53,6.86,3.46,2.0,2.97,1.21,3.3,3.75,3.2,3.16,4.76,5.77
1887,NATNWS_Natick,5.29,5.34,5.1,4.45,1.02,2.58,3.77,3.7,1.28,2.49,2.76,3.8
1888,NATNWS_Natick,4.13,3.55,5.6,2.51,4.63,2.07,1.67,6.32,8.81,4.95,7.03,5.66
1889,NATNWS_Natick,5.46,1.56,2.28,3.19,3.64,3.17,9.1,4.57,4.92,3.85,5.79,2.7
1890,NATNWS_Natick,2.34,3.21,7.35,2.51,5.31,1.78,2.31,3.34,6.47,10.11,1.24,5.26
1891,NATNWS_Natick,6.67,5.02,5.49,3.62,1.67,3.78,2.99,4.91,2.12,4.14,2.84,3.17
1892,NATNWS_Natick,4.78,2.8,4.12,0.78,5.46,3.23,3.47,3.79,2.87,1.42,5.14,1.18
1893,NATNWS_Natick,2.61,7.26,3.13,3.21,5.45,2.75,2.4,5.86,1.76,3.74,2.08,5.03
1894,NATNWS_Natick,3.95,3.89,1.16,3.27,3.7,1.61,3.61,2.57,2.27,5.14,3.53,4.38
1895,NATNWS_Natick,3.93,1.7,3.11,5.03,2.03,3.12,4.71,3.96,2.77,9.57,6.32,2.71
1896,NATNWS_Natick,2.43,6.7,5.2,1.6,2.27,3.04,2.22,2.43,8.21,3.53,3.0,2.15
1897,NATNWS_Natick,4.23,2.86,3.6,2.78,4.25,4.28,4.8,3.26,2.56,0.89,6.47,4.81
1898,NATNWS_Natick,6.83,4.29,2.54,5.07,3.07,2.08,3.55,7.08,3.03,6.82,6.91,3.44
1899,NATNWS_Natick,4.36,4.44,7.31,1.7,1.06,2.79,3.2,2.17,4.65,3.05,2.31,1.92
1900,NATNWS_Natick,4.96,8.59,5.82,2.24,4.77,3.02,2.65,3.58,3.84,3.65,5.52,2.67
1901,NATNWS_Natick,1.85,1.8,6.35,7.51,6.93,1.26,6.67,4.48,3.17,2.83,3.03,8.58
1902,NATNWS_Natick,2.11,6.67,5.04,3.66,1.24,2.42,3.53,3.39,4.91,4.05,1.37,6.22
1903,NATNWS_Natick,3.81,3.88,6.3,3.17,1.56,7.61,3.0,4.2,1.31,4.27,1.53,3.18
1904,NATNWS_Natick,4.75,3.11,2.78,8.68,2.14,2.86,1.8,3.32,6.78,1.66,1.84,2.39
1905,NATNWS_Natick,5.4,2.0,3.28,2.87,1.57,5.46,3.24,2.89,7.0,1.35,2.07,4.07
1906,NATNWS_Natick,2.66,2.59,6.47,2.6,4.98,3.44,3.04,2.37,2.84,3.26,2.5,4.68
